1662781011,6905295,HEINNER,Кофемашина HEINNER HCM-800BK,899,2563079,Техника для кухни >> Мир кофе >> Кофеварки капельные >> Кофеварки капельные Heinner,heinner,Кавоварка крапельна Heinner HCM-800BK,,899,1,https://comfy.ua/kofevarka-kapel-naja-heinner-hcm-800bk.html,,05.11.2025 17:49,,"вул. Соборна, 42",Фастів,0
1662781820,6964083,ACER,Ноутбук ACER Aspire 5 15 A515-48M-R2JZ Grey (NX.KJ9EU.00K),25999,2915022,"Ноутбуки, планшеты и компьютерная техника >> Ноутбуки",acer,Ноутбук ігровий Acer Aspire 5 A515-48M (NX.KJ9EU.00K) Steel Gray,,25999,1,https://comfy.ua/noutbuk-igrovoj-acer-aspire-5-a515-48m-nx-kj9eu-00k-steel-gray.html,,05.11.2025 18:19,,"вул. Соборна, 42",Фастів,0
1662791045,6984226,GRUNHELM,Пылесос GRUNHELM GAVC-2207 HR,4319,2914837,Техника для дома >> Мелкая техника >> Ручные пылесосы >> Ручные пылесосы Grunhelm,grunhelm,Пилосос ручний для дому Grunhelm GAVC-2207 HR,,4319,1,https://comfy.ua/pylesos-ruchnoj-dlja-doma-grunhelm-gavc-2207-hr.html,,05.11.2025 18:09,,"вул. Соборна, 42",Фастів,0
1662791418,,,,,.2884180,Игровые консоли и гейминг >> Комплектующие для игровых ПК,gamemax,Корпусний вентилятор Gamemax Dual Ring Infinity BK,,239,1,https://comfy.ua/korpusnyj-ventiljator-gamemax-dual-ring-infinity-bk.html,,05.11.2025 19:09,,"вул. Соборна, 42",Фастів,0
1662791419,,,,,.2884181,Игровые консоли и гейминг >> Комплектующие для игровых ПК,gamemax,Корпусний вентилятор Gamemax Dual Ring Infinity WH,,279,1,https://comfy.ua/korpusnyj-ventiljator-gamemax-dual-ring-infinity-wh.html,,05.11.2025 19:09,,"вул. Соборна, 42",Фастів,0
1662791487,,,,,.2876894,Игровые консоли и гейминг >> Комплектующие для игровых ПК,gembird,Процесорний кулер Gembird CPU-HURACAN-X30,,269,1,https://comfy.ua/processornyj-kuler-gembird-cpu-huracan-x30.html,,05.11.2025 18:50,,"вул. Соборна, 42",Фастів,0
1662791539,,,,,.2863054,Игровые консоли и гейминг >> Комплектующие для игровых ПК,gembird,Процесорний кулер Gembird CPU-HURACAN-ARGB-X130,,859,1,https://comfy.ua/processornyj-kuler-gembird-cpu-huracan-argb-x130.html,,05.11.2025 19:00,,"вул. Соборна, 42",Фастів,0
1662803207,6965912,BOSCH,Варочная поверхность BOSCH PUE612BB1E,29999,2855015,Техника для кухни >> Крупная техника >> Варочные панели >> Варочные панели Bosch,bosch,Варильна поверхня електрична Bosch PUE612BB1E,,29999,1,https://comfy.ua/varochnaja-panel-jelektricheskaja-bosch-pue612bb1e.html,32599,05.11.2025 18:57,,"вул. Соборна, 42",Фастів,0
1662803210,6950400,BOSCH,Варочная поверхность BOSCH PIF651HC1E,35499,2904316,Техника для кухни >> Крупная техника >> Варочные панели >> Варочные панели Bosch,bosch,Варильна поверхня електрична Bosch PIF651HC1E,,35499,1,https://comfy.ua/varochnaja-panel-jelektricheskaja-bosch-pif651hc1e.html,,05.11.2025 17:52,,"вул. Соборна, 42",Фастів,0
1662806376,6977783,KITCHENAID,Сковорода KITCHENAID Multiply Stainless Steel 20 см (CC004948-001),7249,2868309,Посуда >> Для приготовления >> Сковороды >> Сковороды KitchenAid,kitchenaid,Сковорода універсальна KitchenAid MSS 20 см (CC004948-001),,7249,1,https://comfy.ua/skovoroda-universal-naja-kitchenaid-mss-20-sm-cc004948-001.html,,05.11.2025 20:18,,"вул. Соборна, 42",Фастів,0
1662808440,6929563,DEFENDER,Стабилизатор напряжения DEFENDER AVR PX 1500 (99030),1245,2894764,"Ноутбуки, планшеты и компьютерная техника >> Сетевая защита >> Стабилизаторы напряжения >> Стабилизаторы напряжения Defender",defender,Стабілізатор напруги Defender AVR PX 1500 600 Вт (99030),,1260,1,https://comfy.ua/stabilizator-naprjazhenija-defender-avr-px-1500-600-vt-99030.html,,05.11.2025 17:21,,"вул. Соборна, 42",Фастів,0
1662811688,,,,,2897970,Техника для кухни >> Крупная техника >> Микроволновые печи >> Микроволновые печи Hisense,hisense,Мікрохвильова піч (НВЧ) Hisense H23MOBS5HG,,5099,1,https://comfy.ua/mikrovolnovaja-pech-svch-hisense-h23mobs5hg.html,,05.11.2025 19:54,,"вул. Соборна, 42",Фастів,0
1662811820,,,,,2738157,"Посуда >> Для напитков >> Кофеварки гейзерные, турки >> Кофеварки гейзерные, турки Vitrinor",vitrinor,Кавоварка гейзерна Vitrinor PRAGA (1224299),,1219,1,https://comfy.ua/kofevarka-gejzernaja-vitrinor-praga-1224299.html,,05.11.2025 19:53,,"вул. Соборна, 42",Фастів,0
1662814082,6990157,GORENJE,Холодильник GORENJE RK4162PW4 (HZS24862),13599,2890819,Техника для кухни >> Крупная техника >> Холодильники >> Холодильники Gorenje,gorenje,Холодильник Gorenje RK4162PW4,,13599,1,https://comfy.ua/holodil-nik-gorenje-rk4162pw4.html,16399,05.11.2025 17:55,,"вул. Соборна, 42",Фастів,0
1662814191,6973458,EDLER,Холодильник EDLER ED-274INFD,12399,2899486,Техника для кухни >> Крупная техника >> Холодильники >> Холодильники Edler,edler,Холодильник Edler ED-274INFD,,12399,1,https://comfy.ua/holodil-nik-edler-ed-274infd.html,,05.11.2025 18:57,,"вул. Соборна, 42",Фастів,0
1662814265,,,,,2890820,Техника для кухни >> Крупная техника >> Холодильники >> Холодильники Gorenje,gorenje,Холодильник Gorenje RK4182PS4,,14499,1,https://comfy.ua/holodil-nik-gorenje-rk4182ps4.html,18199,05.11.2025 17:20,,"вул. Соборна, 42",Фастів,0
1662814359,6989687,LIEBHERR,Холодильник LIEBHERR CNd 5703 Pure,30999,2900357,Техника для кухни >> Крупная техника >> Холодильники >> Холодильники Liebherr,liebherr,Холодильник Liebherr CNd 5703,,30999,1,https://comfy.ua/holodil-nik-liebherr-cnd-5703.html,,05.11.2025 18:30,,"вул. Соборна, 42",Фастів,0
1662814953,,,,,2914841,Техника для кухни >> Крупная техника >> Духовые шкафы >> Духовые шкафы Ventolux,ventolux,Духова шафа газова Ventolux LAS VEGAS 6 TC ESG R (BK),,14649,1,https://comfy.ua/duhovoj-shkaf-gazovyj-ventolux-las-vegas-6-tc-esg-r-bk.html,,05.11.2025 18:03,,"вул. Соборна, 42",Фастів,0
1662814964,6972180,BOSCH,Духовой шкаф BOSCH HBJ558YS3Q,16999,2912129,Техника для кухни >> Крупная техника >> Духовые шкафы >> Духовые шкафы Bosch,bosch,Духова шафа електрична Bosch HBJ558YS3Q,,15999,1,https://comfy.ua/duhovoj-shkaf-jelektricheskij-bosch-hbj558ys3q.html,23999,05.11.2025 19:56,,"вул. Соборна, 42",Фастів,0
1662814989,,,,,2899419,Техника для дома >> Крупная техника >> Стиральные машины >> Стиральные машины Ardesto,ardesto,Пральна машина Ardesto WMW-6100WB,,9999,1,https://comfy.ua/stiral-naja-mashina-ardesto-wmw-6100wb.html,,05.11.2025 17:33,,"вул. Соборна, 42",Фастів,0
1662814997,,,,,2899469,Техника для дома >> Крупная техника >> Стиральные машины >> Стиральные машины Prime Technics,prime-technics,Пральна машина Prime Technics PWF 91469 TID,,18699,1,https://comfy.ua/stiral-naja-mashina-prime-technics-pwf-91469-tid.html,,05.11.2025 17:56,,"вул. Соборна, 42",Фастів,0
1662815332,7008131,GRUNHELM,Блендер GRUNHELM EBS-732TG Black (131759),1019,2904976,Техника для кухни >> Мелкая техника >> Блендеры >> Блендеры Grunhelm,grunhelm,Блендер стаціонарний Grunhelm EBS-732TG,,1019,1,https://comfy.ua/blender-stacionarnyj-grunhelm-ebs-732tg.html,,05.11.2025 18:16,,"вул. Соборна, 42",Фастів,0
1662824028,6971395,XIAOMI,Смарт-часы XIAOMI Watch 2 Black/Black Strap (BHR8035GL),7499,2899708,Смарт-часы и гаджеты >> Смарт-часы >> Смарт-часы Xiaomi,xiaomi,Смарт-годинник Xiaomi Watch 2 Black Case With Black TPU Strap,,7499,1,https://comfy.ua/smart-chasy-xiaomi-watch-2-black-case-with-black-tpu-strap.html,7999,05.11.2025 18:23,,"вул. Соборна, 42",Фастів,0
1662832204,,,,,2711765,Детские товары в Павлограде >> Игрушки в Павлограде >> Игровые и коллекционные фигурки в Павлограде,stikbot,Колекційна фігурка Stikbot MEGA DINO - КАРНОТАВР (TST624C_UAKD),,179,1,https://comfy.ua/pavlohrad/figures-and-robots/serija_figurki__mega-dino/,259,05.11.2025 23:57,,"вул. Соборна, 42",Фастів,0
1662832283,6977762,KITCHENAID,Набор сковородок KITCHENAID MSS 20+28 см (CC004915-001),11499,2868307,Посуда >> Для приготовления >> Наборы посуды >> Наборы посуды KitchenAid,kitchenaid,Набір сковорідок KitchenAid MSS 20+28 см (CC004915-001),,11499,1,https://comfy.ua/nabor-skovorod-kitchenaid-mss-20-28-sm-cc004915-001.html,,05.11.2025 20:22,,"вул. Соборна, 42",Фастів,0
1662833350,,,,,2837862,Телевизоры и мультимедиа >> Аксессуары для ТВ,avatech,Кріплення для телевізора AVATech 13wSF,,414,1,https://comfy.ua/kreplenie-dlja-televizora-avatech-13wsf.html,919,05.11.2025 18:04,,"вул. Соборна, 42",Фастів,0
1662833353,,,,,.2837856,Телевизоры и мультимедиа >> Аксессуары для ТВ,avatech,Кріплення для телевізора AVATech 13b907st,,1089,1,https://comfy.ua/kreplenie-dlja-televizora-avatech-13b907st.html,,05.11.2025 18:04,,"вул. Соборна, 42",Фастів,0
1662833354,,,,,.2837861,Телевизоры и мультимедиа >> Аксессуары для ТВ,avatech,Кріплення для телевізора AVATech 13w907st,,1089,1,https://comfy.ua/kreplenie-dlja-televizora-avatech-13w907st.html,,05.11.2025 18:04,,"вул. Соборна, 42",Фастів,0
1662833373,,,,,.2837854,Телевизоры и мультимедиа >> Аксессуары для ТВ,avatech,Кріплення для телевізора AVATech 13b806,,1305,1,https://comfy.ua/kreplenie-dlja-televizora-avatech-13b806.html,,05.11.2025 18:04,,"вул. Соборна, 42",Фастів,0
1662834022,6970720,MPM,Пылесос MPM MOD-53,1999,2909117,Техника для дома >> Мелкая техника,mpm,Пилосос для сухого прибирання з мішком MPM MOD-53,,1999,1,https://comfy.ua/pylesos-dlja-suhoj-uborki-s-meshkom-mpm-mod-53.html,,05.11.2025 18:31,,"вул. Соборна, 42",Фастів,0
1662834027,,,,,.2874709,Техника для дома >> Умный дом,sonoff,Бездротова станція керування приладами Sonoff ZBBRIDGE-P,,1999,1,https://comfy.ua/besprovodnaja-stancija-upravlenija-priborami-sonoff-zbbridge-p.html,,05.11.2025 17:43,,"вул. Соборна, 42",Фастів,0
1662834029,,,,,.2908301,Техника для дома >> Умный дом,sonoff,Стартовий набір для управління приладами Sonoff ZBCURTAIN,,5299,1,https://comfy.ua/startovyj-nabor-dlja-upravlenija-priborami-sonoff-zbcurtain.html,,05.11.2025 17:43,,"вул. Соборна, 42",Фастів,0
1662834030,,,,,.2908296,Техника для дома >> Умный дом,sonoff,Пульт для управління приладами Sonoff NSPANELPROB,,7999,1,https://comfy.ua/pul-t-dlja-upravlenija-priborami-sonoff-nspanelprob.html,,05.11.2025 17:42,,"вул. Соборна, 42",Фастів,0
1662834031,,,,,.2908297,Техника для дома >> Умный дом,sonoff,Пульт для управління приладами Sonoff NSPANELPROW,,7999,1,https://comfy.ua/pul-t-dlja-upravlenija-priborami-sonoff-nspanelprow.html,,05.11.2025 17:42,,"вул. Соборна, 42",Фастів,0
1662836682,6933595,LEDVANCE,Светодиодная лента LEDVANCE NEON DIGITAL FLEX 3M (4058075504745),2349,2841527,"Дом, отдых и зоотовары >> Освещение >> Светильники >> Светильники Osram",osram,Світлодіодна стрічка Osram Neon Digital Flex RGB Ledvance 3m (4058075504745),,2349,1,https://comfy.ua/svetodiodnaja-lenta-osram-neon-digital-flex-rgb-ledvance-3m-4058075504745.html,,05.11.2025 20:13,,"вул. Соборна, 42",Фастів,0
1662837948,,,,,.2788033,"Ноутбуки, планшеты и компьютерная техника >> Аксессуары для ноутбуков, планшетов и ПК",armorstandart,Чохол для планшету Armorstandart Smart Case for Samsung Galaxy Tab A9+ Black (ARM70990),,599,1,https://comfy.ua/chehol-dlja-plansheta-armorstandart-smart-case-for-samsung-galaxy-tab-a9-black-arm70990.html,,05.11.2025 17:54,,"вул. Соборна, 42",Фастів,0
1662838246,,,,,.2830419,Смарт-часы и гаджеты >> Аксессуары,creality,Нитка для ABS-картриджу Creality Filament 1.75 мм (3301020031),,659,1,https://comfy.ua/nitka-dlja-abs-kartridzha-creality-filament-1-75-mm-3301020031.html,,05.11.2025 18:12,,"вул. Соборна, 42",Фастів,0
1662838247,,,,,.2830416,Смарт-часы и гаджеты >> Аксессуары,creality,Нитка для PLA-картриджа Creality Filament 1.75 мм (3301010123),,739,1,https://comfy.ua/nitka-dlja-pla-kartridzha-creality-filament-1-75-mm-3301010123.html,,05.11.2025 18:27,,"вул. Соборна, 42",Фастів,0
1662838248,,,,,2830417,Смарт-часы и гаджеты >> Аксессуары,creality,Нитка для PLA-картриджа Creality Filament 1.75 мм (3301010124),,739,1,https://comfy.ua/nitka-dlja-pla-kartridzha-creality-filament-1-75-mm-3301010124.html,,05.11.2025 18:34,,"вул. Соборна, 42",Фастів,0
1662838249,,,,,.2830113,Смарт-часы и гаджеты >> Аксессуары,creality,Нитка для PLA-картриджа Creality Plus Filament 1.75 мм (3301010314),,785,1,https://comfy.ua/nitka-dlja-pla-kartridzha-creality-plus-filament-1-75-mm-3301010314.html,,05.11.2025 18:05,,"вул. Соборна, 42",Фастів,0
1662838250,,,,,.2830415,Смарт-часы и гаджеты >> Аксессуары,creality,Нитка для PLA-картриджа Creality Filament 1.75 мм (3301010122),,739,1,https://comfy.ua/nitka-dlja-pla-kartridzha-creality-filament-1-75-mm-3301010122.html,,05.11.2025 18:25,,"вул. Соборна, 42",Фастів,0
