735419022,column,column,column,column,1661225,Посуда >> Для запекания и выпечки,tescoma,___tescoma_623252_delicia_20_,column,854,1,httpscomfyuaformadljavypechkitescoma623252delicia20smhtml,column,05112025_1915,column,__42,Фастів,0
735634547,,,,,1661668,Посуда >> Кухонные аксессуары >> Кухонные принадлежности >> Кухонные принадлежности Tescoma,tescoma,Вінчик tescoma 630222 Delicia 25 см,,219,1,https://comfy.ua/venchik-tescoma-630222-delicia-25-sm.html,,05.11.2025 19:48,,"вул. Соборна, 42",Фастів,0
735660980,,,,,1677912,Посуда >> Для запекания и выпечки,tescoma,Форма для випічки tescoma 623258 Delicia 26 см,,1149,1,https://comfy.ua/forma-dlja-vypechki-tescoma-623258-delicia-26-sm.html,,05.11.2025 19:14,,"вул. Соборна, 42",Фастів,0
735660998,,,,,1661223,Посуда >> Для запекания и выпечки,tescoma,Форма для випічки tescoma 623304 Delicia 24 см,,1199,1,https://comfy.ua/forma-dlja-vypechki-tescoma-623304-delicia-24-sm.html,,05.11.2025 19:18,,"вул. Соборна, 42",Фастів,0
735661003,,,,,1677916,Посуда >> Для запекания и выпечки,tescoma,Форма для випічки tescoma 623380 Delicia,,1022,1,https://comfy.ua/forma-dlja-vypechki-tescoma-623380-delicia.html,,05.11.2025 19:15,,"вул. Соборна, 42",Фастів,0
735661016,,,,,1677939,Посуда >> Для запекания и выпечки,tescoma,Форма для приготування tescoma 629412 Delicia SiliconPrime 24 см,,1022,1,https://comfy.ua/forma-dlja-prigotovlenija-tescoma-629412-delicia-siliconprime-24-sm.html,,05.11.2025 19:13,,"вул. Соборна, 42",Фастів,0
735724120,,,,,.1661601,Посуда >> Для приготовления,tescoma,"Каструля tescoma 774216 Home Profi 16 см 1,5 л",,2299,1,https://comfy.ua/kastrjulja-tescoma-774216-home-profi-16-sm-1-5-l.html,,05.11.2025 20:51,,"вул. Соборна, 42",Фастів,0
735745389,,,,,1660928,Посуда >> Кухонные аксессуары >> Кухонные принадлежности >> Кухонные принадлежности Tescoma,tescoma,Ложка для спагетті tescoma 638054 Space Tone,,309,1,https://comfy.ua/lozhka-dlja-spagetti-tescoma-638054-space-tone.html,,05.11.2025 19:46,,"вул. Соборна, 42",Фастів,0
735745407,,,,,1679560,Посуда >> Кухонные аксессуары >> Кухонные принадлежности >> Кухонные принадлежности Tescoma,tescoma,Ложка кухарська tescoma 638053 Space Tone,,309,1,https://comfy.ua/lozhka-povarskaja-tescoma-638053-space-tone.html,,05.11.2025 19:53,,"вул. Соборна, 42",Фастів,0
735800064,6613190,BRAUN,Блендер BRAUN MultiQuick 9 MQ9187XLI (HB901),7699,1679366,Техника для кухни >> Мелкая техника >> Блендеры >> Блендеры Braun,braun,Блендер заглибний Braun MQ 9187 XLI BK,,7699,1,https://comfy.ua/blender-pogruzhnoj-braun-mq-9187-xli-bk.html,9699,05.11.2025 17:41,,"вул. Соборна, 42",Фастів,0
735800076,6491173,HANSA,Духовой шкаф HANSA BOEI697220,19199,1679405,Техника для кухни >> Крупная техника >> Духовые шкафы >> Духовые шкафы Hansa,hansa,Духова шафа електрична Hansa BOEI 697220,,12999,1,https://comfy.ua/duhovoj-shkaf-jelektricheskij-hansa-boei-697220.html,23599,05.11.2025 21:16,,"вул. Соборна, 42",Фастів,0
742213845,6639165,TP-LINK,Wi-Fi роутер TP-LINK ARCHER C54,1099,1680079,"Ноутбуки, планшеты и компьютерная техника >> Сетевое оборудование >> Маршрутизаторы интернет >> Маршрутизаторы интернет TP-Link",tp-link,Маршрутизатор інтернет WiFi5 TP-Link Archer C54,,1099,1,https://comfy.ua/marshrutizator-ethernet-tp-link-archer-c54.html,,05.11.2025 17:17,,"вул. Соборна, 42",Фастів,1
742452190,,,,,1661229,Посуда >> Для запекания и выпечки,tescoma,Форма для приготування tescoma 629418 Delicia SiliconPrime 26 см,,1115,1,https://comfy.ua/forma-dlja-prigotovlenija-tescoma-629418-delicia-siliconprime-26-sm.html,,05.11.2025 18:59,,"вул. Соборна, 42",Фастів,0
742452192,,,,,1677934,Посуда >> Для запекания и выпечки,tescoma,Форма для приготування tescoma 624624 Saphir 38x28 см з гратами,,1487,1,https://comfy.ua/forma-dlja-prigotovlenija-tescoma-624624-saphir-38x28-sm-s-reshetkoj.html,,05.11.2025 18:54,,"вул. Соборна, 42",Фастів,0
742452193,,,,,.1677917,Посуда >> Для запекания и выпечки,tescoma,Форма для приготування tescoma 623382 Delicia,,1199,1,https://comfy.ua/forma-dlja-prigotovlenija-tescoma-623382-delicia.html,,05.11.2025 19:15,,"вул. Соборна, 42",Фастів,0
742452194,,,,,1677920,Посуда >> Для запекания и выпечки,tescoma,Форма для приготування tescoma 629434 Delicia SiliconPrime,,1487,1,https://comfy.ua/forma-dlja-prigotovlenija-tescoma-629434-delicia-siliconprime.html,,05.11.2025 19:15,,"вул. Соборна, 42",Фастів,0
742452263,,,,,1677603,Посуда >> Кухонные аксессуары >> Кухонные принадлежности >> Кухонные принадлежности Tescoma,tescoma,Лопатка кухонна tescoma 630282 Delicia,,299,1,https://comfy.ua/lopatka-kuhonnaja-tescoma-630282-delicia.html,,05.11.2025 19:53,,"вул. Соборна, 42",Фастів,0
742452311,,,,,1677833,Посуда >> Кухонные аксессуары >> Кухонные принадлежности >> Кухонные принадлежности Tescoma,tescoma,Ложка для морозива tescoma 420210 Presto,,349,1,https://comfy.ua/lozhka-dlja-morozhenogo-tescoma-420210-presto.html,,05.11.2025 19:49,,"вул. Соборна, 42",Фастів,0
742452326,,,,,.1661603,Посуда >> Для приготовления,tescoma,Каструля tescoma 774222 Home Profi 22 см 4.0 л,,3299,1,https://comfy.ua/kastrjulja-tescoma-774222-home-profi-22-sm-4-0-l.html,,05.11.2025 21:12,,"вул. Соборна, 42",Фастів,0
742452329,,,,,1661612,Посуда >> Для приготовления,tescoma,Каструля tescoma 780241 President 16 см 1.5 л,,2499,1,https://comfy.ua/kastrjulja-tescoma-780241-president-16-sm-1-5-l.html,,05.11.2025 21:17,,"вул. Соборна, 42",Фастів,0
742452335,,,,,1661161,Посуда >> Для приготовления >> Кастрюли >> Кастрюли Tescoma,tescoma,Каструля tescoma 780332 President Stone 18 см 1.8 л,,2799,1,https://comfy.ua/kastrjulja-tescoma-780332-president-stone-18-sm-1-8-l.html,,05.11.2025 21:07,,"вул. Соборна, 42",Фастів,0
742452386,,,,,.1661602,Посуда >> Для приготовления,tescoma,Каструля tescoma 774220 Home Profi 20 см 3.0 л,,2899,1,https://comfy.ua/kastrjulja-tescoma-774220-home-profi-20-sm-3-0-l.html,,05.11.2025 21:04,,"вул. Соборна, 42",Фастів,0
742452387,,,,,1661162,Посуда >> Для приготовления >> Кастрюли >> Кастрюли Tescoma,tescoma,Каструля tescoma 780333 President Stone 20 см 2.5 л,,3299,1,https://comfy.ua/kastrjulja-tescoma-780333-president-stone-20-sm-2-5-l.html,,05.11.2025 21:13,,"вул. Соборна, 42",Фастів,0
742452388,,,,,1648376,Посуда >> Для приготовления >> Кастрюли >> Кастрюли Kela,kela,Каструля Kela Niklas 24 см 4.8 л (12205),,2829,1,https://comfy.ua/kastrjulja-kela-niklas-24-sm-4-8-l-12205.html,,05.11.2025 21:01,,"вул. Соборна, 42",Фастів,0
742452391,,,,,1661613,Посуда >> Для приготовления,tescoma,Каструля tescoma 780242 President 18 см 2.0 л,,2799,1,https://comfy.ua/kastrjulja-tescoma-780242-president-18-sm-2-0-l.html,,05.11.2025 21:07,,"вул. Соборна, 42",Фастів,0
742452395,,,,,1661163,Посуда >> Для приготовления >> Кастрюли >> Кастрюли Tescoma,tescoma,Каструля tescoma 780335 President Stone 24 см 4.5 л,,3999,1,https://comfy.ua/kastrjulja-tescoma-780335-president-stone-24-sm-4-5-l.html,,05.11.2025 21:12,,"вул. Соборна, 42",Фастів,0
742452397,,,,,1661608,Посуда >> Для приготовления,tescoma,Каструля tescoma 780222 President 18 см 3.0 л,,3099,1,https://comfy.ua/kastrjulja-tescoma-780222-president-18-sm-3-0-l.html,,05.11.2025 19:20,,"вул. Соборна, 42",Фастів,0
742452399,,,,,.1661614,Посуда >> Для приготовления,tescoma,Каструля tescoma 780243 President 20 см 3.0 л,,3299,1,https://comfy.ua/kastrjulja-tescoma-780243-president-20-sm-3-0-l.html,,05.11.2025 21:04,,"вул. Соборна, 42",Фастів,0
742452400,,,,,.1661604,Посуда >> Для приготовления,tescoma,Каструля tescoma 774224 Home Profi 24 см 5.0 л,,3799,1,https://comfy.ua/kastrjulja-tescoma-774224-home-profi-24-sm-5-0-l.html,,05.11.2025 21:07,,"вул. Соборна, 42",Фастів,0
742452402,,,,,1661160,Посуда >> Для приготовления >> Кастрюли >> Кастрюли Tescoma,tescoma,Каструля tescoma 780325 President Stone 24 см 6.0 л,,4499,1,https://comfy.ua/kastrjulja-tescoma-780325-president-stone-24-sm-6-0-l.html,,05.11.2025 21:07,,"вул. Соборна, 42",Фастів,0
742452440,,,,,.1661618,Посуда >> Для приготовления,tescoma,Каструля tescoma 780255 President 24 см 5.0 л,,3999,1,https://comfy.ua/kastrjulja-tescoma-780255-president-24-sm-5-0-l.html,,05.11.2025 21:07,,"вул. Соборна, 42",Фастів,0
742452442,,,,,1677960,Посуда >> Для приготовления,tescoma,Каструля tescoma President 24 см 7.0 л,,4399,1,https://comfy.ua/kastrjulja-tescoma-president-24-sm-7-0-l.html,,05.11.2025 21:04,,"вул. Соборна, 42",Фастів,0
742452446,,,,,1678613,Посуда >> Кухонные аксессуары,tescoma,Ложка для морозива tescoma 391 427 Classic 3 шт.,,369,1,https://comfy.ua/lozhka-dlja-morozhenogo-tescoma-391427-classic-3-sht.html,,05.11.2025 19:49,,"вул. Соборна, 42",Фастів,0
742452447,,,,,1660920,Посуда >> Для сервировки >> Столовые приборы >> Столовые приборы Tescoma,tescoma,Набір ложок столових tescoma Триста дев'яносто одна тисяча двадцять вісім Banquet 3 шт.,,459,1,https://comfy.ua/nabor-lozhek-stolovyh-tescoma-391028-banquet-3-sht.html,,05.11.2025 20:15,,"вул. Соборна, 42",Фастів,0
742452449,,,,,1661026,Посуда >> Кухонные аксессуары >> Посуда для мяса и рыбы >> Посуда для мяса и рыбы Tescoma,tescoma,Щипці кухонні tescoma 420530 Presto для рибних кісточок + ємність,,449,1,https://comfy.ua/schipcy-kuhonnye-tescoma-420530-presto-dlja-rybnyh-kostochek-emkost.html,,05.11.2025 19:41,,"вул. Соборна, 42",Фастів,0
742452549,,,,,1677831,Посуда >> Для сервировки,tescoma,Набір виделок десертних tescoma 391 431 Classic 3 шт.,,459,1,https://comfy.ua/nabor-vilok-desertnyh-tescoma-391431-classic-3-sht-1.html,,05.11.2025 20:05,,"вул. Соборна, 42",Фастів,0
742452550,,,,,1660921,Посуда >> Для сервировки >> Столовые приборы >> Столовые приборы Tescoma,tescoma,Набір чайних ложок tescoma Триста дев'яносто одна тисяча тридцять-два Banquet 6 шт.,,549,1,https://comfy.ua/nabor-chajnyh-lozhek-tescoma-391032-banquet-6-sht.html,,05.11.2025 20:14,,"вул. Соборна, 42",Фастів,0
742452552,,,,,1678639,Посуда >> Кухонные аксессуары >> Кухонные принадлежности >> Кухонные принадлежности Tescoma,tescoma,Ложка кухарська tescoma 428299 GrandChef+,,459,1,https://comfy.ua/lozhka-povarskaja-tescoma-428299-grandchef.html,,05.11.2025 19:49,,"вул. Соборна, 42",Фастів,0
742452576,,,,,1677599,Посуда >> Кухонные аксессуары >> Кухонные принадлежности >> Кухонные принадлежности Tescoma,tescoma,Лопатка кухонна tescoma 428304 GrandCHEF +,,499,1,https://comfy.ua/lopatka-kuhonna-tescoma-428304-grandchef.html,,05.11.2025 19:53,,"вул. Соборна, 42",Фастів,0
742452580,,,,,1678637,Посуда >> Кухонные аксессуары >> Кухонные принадлежности >> Кухонные принадлежности Tescoma,tescoma,Ложка кухарська tescoma 428276 GrandChef,,549,1,https://comfy.ua/lozhka-povarskaja-tescoma-428276-grandchef.html,,05.11.2025 19:45,,"вул. Соборна, 42",Фастів,0
742452581,,,,,1678638,Посуда >> Кухонные аксессуары >> Кухонные принадлежности >> Кухонные принадлежности Tescoma,tescoma,Ополоник tescoma 428296 GrandChef+,,599,1,https://comfy.ua/polovnik-tescoma-428296-grandchef.html,,05.11.2025 19:52,,"вул. Соборна, 42",Фастів,0
742452582,,,,,1661218,Посуда >> Кухонные аксессуары >> Посуда для мяса и рыбы >> Посуда для мяса и рыбы Tescoma,tescoma,Щипці кухонні tescoma 428444 GrandChef 10 см,,649,1,https://comfy.ua/schipcy-kuhonnye-tescoma-428444-grandchef-10-sm.html,,05.11.2025 19:41,,"вул. Соборна, 42",Фастів,0
742452610,,,,,1661644,Посуда >> Кухонные аксессуары >> Кухонные принадлежности >> Кухонные принадлежности Tescoma,tescoma,Шумовка tescoma 428278 GrandChef,,649,1,https://comfy.ua/shumovka-tescoma-428278-grandchef.html,,05.11.2025 19:48,,"вул. Соборна, 42",Фастів,0
742452611,,,,,1678642,Посуда >> Кухонные аксессуары >> Кухонные принадлежности >> Кухонные принадлежности Tescoma,tescoma,Шумовка tescoma 428424 GrandChef 14 cм,,779,1,https://comfy.ua/shumovka-tescoma-428424-grandchef-14-cm.html,,05.11.2025 19:38,,"вул. Соборна, 42",Фастів,0
742452612,,,,,1661220,Посуда >> Кухонные аксессуары >> Кухонные принадлежности >> Кухонные принадлежности Tescoma,tescoma,Шумовка tescoma 638679 President,,859,1,https://comfy.ua/shumovka-tescoma-638679-president.html,,05.11.2025 19:48,,"вул. Соборна, 42",Фастів,0
742453339,,,,,.1661611,Посуда >> Для приготовления,tescoma,Каструля tescoma 780233 President 20 см 4.0 л,,3499,1,https://comfy.ua/kastrjulja-tescoma-780233-president-20-sm-4-0-l.html,,05.11.2025 20:56,,"вул. Соборна, 42",Фастів,0
742453712,,,,,1678722,Смартфоны и телефоны >> Аксессуары для смартфонов,armorstandart,"Захисне скло для смартфону Armorstandart Icon for Apple iPhone 11 Pro /XS/X Black, 0.33mm, 3D (ARM55720-GI3D-BK)",,399,1,https://comfy.ua/catalog/product/view/id/1342493,,05.11.2025 18:07,,"вул. Соборна, 42",Фастів,0
742455080,,,,,1673876,"Ноутбуки, планшеты и компьютерная техника >> Мониторы",philips,Монітор Philips 345B1C/00,,15289,1,https://comfy.ua/catalog/product/view/id/1336353,,05.11.2025 18:00,,"вул. Соборна, 42",Фастів,0
742455823,,,,,1672243,"Ноутбуки, планшеты и компьютерная техника >> Аксессуары для ноутбуков, планшетов и ПК",becover,Чохол для планшета BeCover Smart for Samsung Galaxy Tab S6 Lite SM-P610/SM-P615 Black (704850),,399,1,https://comfy.ua/catalog/product/view/id/1302523,,05.11.2025 19:10,,"вул. Соборна, 42",Фастів,0
742456193,,,,,1673813,"Ноутбуки, планшеты и компьютерная техника >> Сетевое оборудование >> Коммутатор локальной сети >> Коммутатор локальной сети TP-Link",tp-link,Коммутатор локальної мережі (Switch) TP-Link TL-SL1218P,,7499,1,https://comfy.ua/kommutator-lokal-noj-seti-switch-tp-link-tl-sl1218p.html,,05.11.2025 18:08,,"вул. Соборна, 42",Фастів,0
742456200,,,,,1675248,"Ноутбуки, планшеты и компьютерная техника >> Сетевое оборудование >> Коммутатор локальной сети >> Коммутатор локальной сети TP-Link",tp-link,Коммутатор локальної мережі (Switch) TP-Link TL-SL1226P,,9499,1,https://comfy.ua/kommutator-lokal-noj-seti-switch-tp-link-tl-sl1226p.html,,05.11.2025 18:07,,"вул. Соборна, 42",Фастів,0
742456205,,,,,1673812,"Ноутбуки, планшеты и компьютерная техника >> Сетевое оборудование",tp-link,Коммутатор локальної мережі (Switch) TP-Link TL-SG2428P,,13999,1,https://comfy.ua/kommutator-lokal-noj-seti-switch-tp-link-tl-sg2428p.html,,05.11.2025 18:07,,"вул. Соборна, 42",Фастів,0
