1688932038,column,column,column,column,2956914,Смарт-часы и гаджеты >> Аксессуары,xoko,___xoko_sport_for_apple_watch_384041_black_xkaw38spbk,column,99,1,httpscomfyuaremeshokdljasmartchasovxokosportforapplewatch384041mmblackxkaw38spbkhtml,column,05112025_1808,column,__42,Фастів,0
1688933045,,,,,2964941,"Ноутбуки, планшеты и компьютерная техника >> Аксессуары для ноутбуков, планшетов и ПК",cabletime,Перехідник Cabletime OTG USB 3.0 Type-C (M) - USB Type-A (F) (CA913688),,199,1,https://comfy.ua/perehodnik-cabletime-otg-usb-3-0-type-c-m-usb-type-a-f-ca913688.html,,05.11.2025 18:37,,"вул. Соборна, 42",Фастів,0
1688933115,,,,,.2854255,Смарт-часы и гаджеты >> Аксессуары,xiaomi,Ремінець для смарт-годинника Xiaomi Watch 3 Silicone Strap Lime Green,,649,1,https://comfy.ua/remeshok-dlja-smart-chasov-xiaomi-watch-3-silicone-strap-lime-green.html,,05.11.2025 18:23,,"вул. Соборна, 42",Фастів,0
1688933117,,,,,2854254,Смарт-часы и гаджеты >> Аксессуары,xiaomi,Ремінець для смарт-годинника Xiaomi Watch S1 Active Braided Navy Blue,,1085,1,https://comfy.ua/remeshok-dlja-smart-chasov-xiaomi-watch-s1-active-braided-navy-blue.html,,05.11.2025 18:24,,"вул. Соборна, 42",Фастів,0
1688933607,6897117,TOP TOOLS,Нож TOP TOOLS (98Z027),169,2644181,Инструменты и автотовары >> Ручные инструменты >> Мультитулы >> Мультитулы Top Tools,top-tools,Мультитул Top Tools 98Z027,,169,1,https://comfy.ua/mul-titul-top-tools-98z027.html,,05.11.2025 21:14,,"вул. Соборна, 42",Фастів,0
1688934170,,,,,2903036,"Ноутбуки, планшеты и компьютерная техника >> Аксессуары для ноутбуков, планшетов и ПК",powerplant,Перехідник PowerPlant Type-C - USB 3.1 Type-A (CA914319),,549,1,https://comfy.ua/perehodnik-powerplant-type-c-usb-3-1-type-a-ca914319.html,,05.11.2025 20:12,,"вул. Соборна, 42",Фастів,0
1688934171,,,,,2966221,"Ноутбуки, планшеты и компьютерная техника >> Аксессуары для ноутбуков, планшетов и ПК",powerplant,"Кабель Thunderbolt PowerPlant USB Type-C 3.1 Thunderbolt 3 (M) - DisplayPort (M), 4K, 1.8m (CA911844)",,359,1,https://comfy.ua/kabel-thunderbolt-powerplant-usb-type-c-3-1-thunderbolt-3-m-displayport-m-4k-1-8m-ca911844.html,,05.11.2025 17:44,,"вул. Соборна, 42",Фастів,0
1688940839,,,,,.2874802,Инструменты и автотовары >> Садовые инструменты,grunhelm,Обприскувач акумуляторний Grunhelm GHS-3,,879,1,https://comfy.ua/opryskivatel-akkumuljatornyj-grunhelm-ghs-3.html,,05.11.2025 21:00,,"вул. Соборна, 42",Фастів,0
1688940842,,,,,2875427,Инструменты и автотовары >> Садовые инструменты,grunhelm,Обприскувач акумуляторний Grunhelm GHS -12,,1309,1,https://comfy.ua/opryskivatel-akkumuljatornyj-grunhelm-ghs-12.html,,05.11.2025 20:45,,"вул. Соборна, 42",Фастів,0
1688944869,6877142,EINHELL,Фильтры для пылесоса EINHELL SAC 2 шт (2351250),839,2904201,Техника для дома >> Аксессуары к мелкой технике >> Аксессуары и комплектующие для пылесосов >> Аксессуары и комплектующие для пылесосов Einhell,einhell,Набір фільтрів для пилососа Einhell SAC 2 шт. (2351250),,839,1,https://comfy.ua/nabor-fil-trov-dlja-pylesosa-einhell-sac-2-sht-2351250.html,,05.11.2025 17:56,,"вул. Соборна, 42",Фастів,0
1688969192,,,,,.2677043,"Дом, отдых и зоотовары >> Отдых и путешествия",x-treme,Тент X-Treme 3х4м (94899),,309,1,https://comfy.ua/tent-x-treme-3h4m-94899.html,,05.11.2025 20:23,,"вул. Соборна, 42",Фастів,0
1688984962,6985306,LIBERTON,Весы кухонные LIBERTON LKS-0717,389,2958118,Техника для кухни >> Мелкая техника >> Весы кухонные >> Весы кухонные Liberton,liberton,Ваги кухонні Liberton LKS-0717,,389,1,https://comfy.ua/vesy-kuhonnye-liberton-lks-0717.html,,05.11.2025 18:39,,"вул. Соборна, 42",Фастів,0
1688984964,6985305,LIBERTON,Весы кухонные LIBERTON LKS-0716 Smart,399,2958119,Техника для кухни >> Мелкая техника >> Весы кухонные >> Весы кухонные Liberton,liberton,Ваги кухонні Liberton LKS-0716 Smart,,399,1,https://comfy.ua/vesy-kuhonnye-liberton-lks-0716-smart.html,,05.11.2025 18:05,,"вул. Соборна, 42",Фастів,0
1688988831,6988438,ROWENTA,Триммер ROWENTA TN602LF0,1399,2888910,Красота и здоровье >> Уход за лицом >> Триммеры >> Триммеры Rowenta,rowenta,Тример для вусів і бороди Rowenta TN602LF0,,1399,1,https://comfy.ua/trimmer-dlja-usov-i-borody-rowenta-tn602lf0.html,2399,05.11.2025 18:33,,"вул. Соборна, 42",Фастів,0
1689017159,6987602,EINHELL,Дрель EINHELL TP-CD 18/80 Li BL - Solo (4514300),3659,2904211,Инструменты и автотовары >> Электроинструменты >> Шуруповерты >> Шуруповерты Einhell,einhell,Дриль-шуруповерт Einhell TP-CD 18/80 Li BL - Solo (4514300),,3659,1,https://comfy.ua/drel-shurupovert-einhell-tp-cd-18-80-li-bl-solo-4514300.html,,05.11.2025 21:11,,"вул. Соборна, 42",Фастів,0
1689017189,6985958,BOSCH,Гайковерт Bosch GDS 18V-1000 Без АКБ и ЗУ (0.601.9J8.300),11778,2918637,Инструменты и автотовары >> Электроинструменты >> Шуруповерты >> Шуруповерты Bosch,bosch,Гайковерт акумуляторний Bosch GDS18V-1000 без АКБ та ЗП (0.601.9J8.300),,11779,1,https://comfy.ua/gajkovert-akkumuljatornyj-bosch-gds18v-1000-bez-akb-i-zu-0-601-9j8-300.html,,05.11.2025 21:09,,"вул. Соборна, 42",Фастів,0
1689028707,,,,,2485290,"Ноутбуки, планшеты и компьютерная техника >> Аксессуары для ноутбуков, планшетов и ПК >> Аккумуляторы для ноутбуков >> Аккумуляторы для ноутбуков PowerPlant",powerplant,Акумулятор для ноутбука PowerPlant HP Pavilion 15-CD (TF03XL) 11.55V 41.9Wh (NB461394),,1299,1,https://comfy.ua/akkumuljator-dlja-noutbuka-powerplant-hp-pavilion-15-cd-tf03xl-11-55v-41-9wh-nb461394.html,,05.11.2025 20:54,,"вул. Соборна, 42",Фастів,0
1689028717,,,,,2490055,"Ноутбуки, планшеты и компьютерная техника >> Аксессуары для ноутбуков, планшетов и ПК >> Аккумуляторы для ноутбуков >> Аккумуляторы для ноутбуков PowerPlant",powerplant,"Акумулятор для ноутбука PowerPlant HP ProBook 440 G6 (RE03XL, HSTNN-0B1C) 11.55V 3500mAh (NB461509)",,1499,1,https://comfy.ua/akkumuljator-dlja-noutbuka-powerplant-hp-probook-440-g6-re03xl-hstnn-0b1c-11-55v-3500mah-nb461509.html,,05.11.2025 20:39,,"вул. Соборна, 42",Фастів,0
1689028727,,,,,2540508,"Ноутбуки, планшеты и компьютерная техника >> Аксессуары для ноутбуков, планшетов и ПК >> Аккумуляторы для ноутбуков >> Аккумуляторы для ноутбуков PowerPlant",powerplant,Акумулятор для ноутбука PowerPlant TOSHIBA Satellite L750 (PA3817U-1BAS) 10.8V 5200mAh (NB510146),,1499,1,https://comfy.ua/akkumuljator-dlja-noutbuka-powerplant-toshiba-satellite-l750-pa3817u-1bas-10-8v-5200mah-nb510146.html,,05.11.2025 21:40,,"вул. Соборна, 42",Фастів,0
1689028771,,,,,2944618,Смартфоны и телефоны >> Аксессуары для смартфонов >> Чехлы для смартфонов >> Чехлы для смартфонов Armorstandart,armorstandart,Чохол для смартфону Armorstandart Air Force for Samsung A35 5G (A356) Camera cover Transparent (ARM74343),,239,1,https://comfy.ua/chehol-dlja-smartfona-armorstandart-air-force-for-samsung-a35-5g-a356-camera-cover-transparent-arm74343.html,,05.11.2025 18:14,,"вул. Соборна, 42",Фастів,0
1689028772,,,,,2944617,Смартфоны и телефоны >> Аксессуары для смартфонов >> Чехлы для смартфонов >> Чехлы для смартфонов Armorstandart,armorstandart,Чохол для смартфону Armorstandart Air Force for Samsung A55 5G (A556) Camera cover Transparent (ARM74344),,239,1,https://comfy.ua/chehol-dlja-smartfona-armorstandart-air-force-for-samsung-a55-5g-a556-camera-cover-transparent-arm74344.html,,05.11.2025 18:20,,"вул. Соборна, 42",Фастів,0
1689030438,,,,,2855439,Инструменты и автотовары >> Расходные материалы >> Сверла и буры >> Сверла и буры Werk,werk,Свердло Werk 6x200 (WE10504),,34,1,https://comfy.ua/sverlo-werk-6x200-we10504.html,,05.11.2025 21:04,,"вул. Соборна, 42",Фастів,0
1689030439,,,,,2855440,Инструменты и автотовары >> Расходные материалы,werk,Свердло Werk 8x150 (WE10504),,39,1,https://comfy.ua/sverlo-werk-8x150-we10504.html,,05.11.2025 21:09,,"вул. Соборна, 42",Фастів,0
1689030536,,,,,2688651,Инструменты и автотовары >> Расходные материалы >> Сверла и буры >> Сверла и буры Milwaukee,milwaukee,"Бур Milwaukee SDS-PLUS M2 10,0х160х100 мм (4932307073)",,209,1,https://comfy.ua/bur-milwaukee-sds-plus-m2-10-0h160h100-mm-4932307073.html,,05.11.2025 21:08,,"вул. Соборна, 42",Фастів,0
1689030746,,,,,2688693,Инструменты и автотовары >> Расходные материалы >> Сверла и буры >> Сверла и буры Milwaukee,milwaukee,Бур Milwaukee SDS+ CONTRACTOR 12x210 (4932471237),,199,1,https://comfy.ua/bur-milwaukee-sds-contractor-12x210-4932471237.html,,05.11.2025 21:13,,"вул. Соборна, 42",Фастів,0
1689030747,,,,,2688657,Инструменты и автотовары >> Расходные материалы >> Сверла и буры >> Сверла и буры Milwaukee,milwaukee,"Бур Milwaukee SDS-PLUS MX4 8,0х115х50 мм (4932352021)",,255,1,https://comfy.ua/bur-milwaukee-sds-plus-mx4-8-0h115h50-mm-4932352021.html,,05.11.2025 21:13,,"вул. Соборна, 42",Фастів,0
1689030748,,,,,2688674,Инструменты и автотовары >> Расходные материалы >> Сверла и буры >> Сверла и буры Milwaukee,milwaukee,"Бур Milwaukee SDS-PLUS MX4 16,0х600х540 мм (4932352955)",,1745,1,https://comfy.ua/bur-milwaukee-sds-plus-mx4-16-0h600h540-mm-4932352955.html,,05.11.2025 21:04,,"вул. Соборна, 42",Фастів,0
1689031744,,,,,2688666,Инструменты и автотовары >> Расходные материалы >> Сверла и буры >> Сверла и буры Milwaukee,milwaukee,"Бур Milwaukee SDS-PLUS MX4 12,0х210х150 мм (4932352032)",,419,1,https://comfy.ua/bur-milwaukee-sds-plus-mx4-12-0h210h150-mm-4932352032.html,,05.11.2025 21:13,,"вул. Соборна, 42",Фастів,0
1689033078,,,,,.2688005,Инструменты и автотовары >> Расходные материалы,milwaukee,"Свердло Milwaukee Thunderweb HSS-G DIN338 9,0x125 мм (4932352365)",,205,1,https://comfy.ua/sverlo-milwaukee-thunderweb-hss-g-din338-9-0x125-mm-4932352365.html,,05.11.2025 21:08,,"вул. Соборна, 42",Фастів,0
1689033079,,,,,2688652,Инструменты и автотовары >> Расходные материалы >> Сверла и буры >> Сверла и буры Milwaukee,milwaukee,"Бур Milwaukee SDS-PLUS M2 10,0х210х150 мм (4932307074)",,219,1,https://comfy.ua/bur-milwaukee-sds-plus-m2-10-0h210h150-mm-4932307074.html,,05.11.2025 21:24,,"вул. Соборна, 42",Фастів,0
